Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls_90,Ast_90,G+A_90,G-PK_90,G+A-PK_90,xG_90,xAG_90,xG+xAG_90,npxG_90,npxG+xAG_90,Team,Performance_Index
Rodri,es ESP,MF,27.0,34,34,2931.0,32.6,8.0,9.0,17.0,8.0,0.0,0.0,8.0,1.0,4.1,4.1,3.9,8.0,76.0,376.0,55.0,0.25,0.28,0.52,0.25,0.52,0.12,0.12,0.24,0.12,0.24,Manchester City,1706.6666666666667
Phil Foden,eng ENG,"FW,MF",23.0,35,33,2857.0,31.7,19.0,8.0,27.0,19.0,0.0,0.0,2.0,0.0,10.3,10.3,8.4,18.7,93.0,168.0,269.0,0.6,0.25,0.85,0.6,0.85,0.33,0.26,0.59,0.33,0.59,Manchester City,6361.444444444444
Ederson,br BRA,GK,29.0,33,33,2785.0,30.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.1,0.1,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester City,312.44444444444446
Julián Álvarez,ar ARG,"MF,FW",23.0,36,31,2647.0,29.4,11.0,8.0,19.0,9.0,2.0,2.0,2.0,0.0,13.0,11.5,6.4,17.9,64.0,103.0,180.0,0.37,0.27,0.65,0.31,0.58,0.44,0.22,0.66,0.39,0.61,Manchester City,4606.111111111111
Kyle Walker,eng ENG,DF,33.0,32,30,2767.0,30.7,0.0,4.0,4.0,0.0,0.0,0.0,2.0,0.0,0.4,0.4,2.6,3.0,74.0,157.0,172.0,0.0,0.13,0.13,0.0,0.13,0.01,0.09,0.1,0.01,0.1,Manchester City,3841.4444444444443
Bernardo Silva,pt POR,"MF,FW",28.0,33,29,2578.0,28.6,6.0,9.0,15.0,6.0,0.0,0.0,8.0,0.0,3.7,3.7,7.6,11.3,140.0,177.0,260.0,0.21,0.31,0.52,0.21,0.52,0.13,0.27,0.4,0.13,0.4,Manchester City,5862.444444444444
Erling Haaland,no NOR,FW,23.0,31,29,2552.0,28.4,27.0,5.0,32.0,20.0,7.0,8.0,1.0,0.0,29.2,22.9,4.3,27.2,35.0,26.0,126.0,0.95,0.18,1.13,0.71,0.88,1.03,0.15,1.18,0.81,0.96,Manchester City,4100.555555555556
Rúben Dias,pt POR,DF,26.0,30,28,2559.0,28.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.4,1.4,0.3,1.7,34.0,173.0,16.0,0.0,0.0,0.0,0.0,0.0,0.05,0.01,0.06,0.05,0.06,Manchester City,669.3333333333333
Manuel Akanji,ch SUI,"DF,MF",28.0,30,28,2511.0,27.9,2.0,0.0,2.0,2.0,0.0,0.0,4.0,1.0,1.9,1.9,0.5,2.4,46.0,148.0,36.0,0.07,0.0,0.07,0.07,0.07,0.07,0.02,0.09,0.07,0.09,Manchester City,1090.0
Joško Gvardiol,hr CRO,DF,21.0,28,26,2328.0,25.9,4.0,1.0,5.0,4.0,0.0,0.0,3.0,0.0,3.1,3.1,1.4,4.5,63.0,136.0,115.0,0.15,0.04,0.19,0.15,0.19,0.12,0.06,0.18,0.12,0.18,Manchester City,2724.6666666666665
Nathan Aké,nl NED,DF,28.0,29,24,2042.0,22.7,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,2.5,2.5,1.2,3.7,24.0,116.0,18.0,0.09,0.09,0.18,0.09,0.18,0.11,0.05,0.16,0.11,0.16,Manchester City,722.8888888888889
Jeremy Doku,be BEL,"FW,MF",21.0,29,18,1595.0,17.7,3.0,8.0,11.0,3.0,0.0,0.0,3.0,0.0,2.5,2.5,4.6,7.1,218.0,57.0,295.0,0.17,0.45,0.62,0.17,0.62,0.14,0.26,0.4,0.14,0.4,Manchester City,6315.222222222223
Mateo Kovačić,hr CRO,MF,29.0,30,16,1551.0,17.2,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,1.3,1.3,1.6,2.9,37.0,100.0,38.0,0.06,0.0,0.06,0.06,0.06,0.07,0.09,0.17,0.07,0.17,Manchester City,1032.3333333333333
Kevin De Bruyne,be BEL,MF,32.0,18,15,1221.0,13.6,4.0,10.0,14.0,4.0,0.0,0.0,2.0,0.0,2.4,2.4,11.5,14.0,47.0,111.0,133.0,0.29,0.74,1.03,0.29,1.03,0.18,0.85,1.03,0.18,1.03,Manchester City,3236.6666666666665
John Stones,eng ENG,"DF,MF",29.0,16,12,1064.0,11.8,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,0.2,1.3,16.0,57.0,24.0,0.08,0.0,0.08,0.08,0.08,0.09,0.02,0.11,0.09,0.11,Manchester City,644.2222222222222
Jack Grealish,eng ENG,"FW,MF",27.0,20,10,1009.0,11.2,3.0,1.0,4.0,3.0,0.0,0.0,6.0,0.0,2.1,2.1,2.5,4.6,87.0,50.0,146.0,0.27,0.09,0.36,0.27,0.36,0.19,0.22,0.41,0.19,0.41,Manchester City,3191.1111111111113
Rico Lewis,eng ENG,"DF,MF",18.0,16,8,809.0,9.0,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,0.6,0.6,1.1,1.8,21.0,33.0,46.0,0.22,0.0,0.22,0.22,0.22,0.07,0.12,0.19,0.07,0.19,Manchester City,1066.888888888889
Matheus Nunes,pt POR,MF,24.0,17,7,661.0,7.3,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,1.1,2.0,28.0,34.0,58.0,0.0,0.27,0.27,0.0,0.27,0.11,0.15,0.27,0.11,0.27,Manchester City,1298.4444444444443
Stefan Ortega,de GER,GK,30.0,9,5,635.0,7.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester City,70.55555555555556
Oscar Bobb,no NOR,"FW,MF",20.0,14,2,302.0,3.4,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,1.4,1.4,1.2,2.6,13.0,25.0,38.0,0.3,0.3,0.6,0.3,0.6,0.41,0.37,0.78,0.41,0.78,Manchester City,885.5555555555555
Kalvin Phillips,eng ENG,MF,27.0,4,0,93.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,7.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.07,0.07,0.07,Manchester City,74.33333333333333
Sergio Gómez,es ESP,"FW,MF",22.0,6,0,53.0,0.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.2,0.4,4.0,2.0,4.0,0.0,1.7,1.7,0.0,1.7,0.41,0.31,0.73,0.41,0.73,Manchester City,99.88888888888889
Aymeric Laporte,es ESP,DF,29.0,1,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.27,0.27,0.27,Manchester City,1.3333333333333333
Cole Palmer,eng ENG,MF,21.0,1,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester City,1.222222222222222
James Mcatee,eng ENG,MF,20.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Manchester City,0.11111111111111112
Virgil van Dijk,nl NED,DF,32.0,36,36,3177.0,35.3,2.0,2.0,4.0,2.0,0.0,0.0,3.0,1.0,2.8,2.8,1.6,4.4,32.0,200.0,7.0,0.06,0.06,0.11,0.06,0.11,0.08,0.04,0.12,0.08,0.12,Liverpool,653.0
Luis Díaz,co COL,FW,26.0,37,32,2629.0,29.2,8.0,5.0,13.0,8.0,0.0,0.0,3.0,0.0,11.9,11.9,5.7,17.5,137.0,113.0,302.0,0.27,0.17,0.45,0.27,0.45,0.41,0.19,0.6,0.41,0.6,Liverpool,6979.111111111111
Alexis Mac Allister,ar ARG,MF,24.0,33,31,2599.0,28.9,5.0,5.0,10.0,4.0,1.0,1.0,7.0,1.0,3.7,2.9,3.6,6.4,44.0,209.0,48.0,0.17,0.17,0.35,0.14,0.31,0.13,0.12,0.25,0.1,0.22,Liverpool,1504.7777777777778
Mohamed Salah,eg EGY,FW,31.0,32,28,2534.0,28.2,18.0,10.0,28.0,13.0,5.0,7.0,2.0,0.0,21.2,15.5,11.8,27.3,98.0,147.0,341.0,0.64,0.36,0.99,0.46,0.82,0.75,0.42,1.17,0.55,0.97,Liverpool,8303.555555555555
Alisson,br BRA,GK,30.0,28,28,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liverpool,280.0
Trent Alexander-Arnold,eng ENG,DF,24.0,28,25,2155.0,23.9,3.0,4.0,7.0,3.0,0.0,0.0,6.0,0.0,2.6,2.3,7.2,9.5,45.0,205.0,97.0,0.13,0.17,0.29,0.13,0.29,0.11,0.3,0.41,0.1,0.4,Liverpool,2499.4444444444443
Dominik Szoboszlai,hu HUN,MF,22.0,33,25,2104.0,23.4,3.0,2.0,5.0,3.0,0.0,0.0,1.0,0.0,3.7,3.7,5.8,9.5,75.0,152.0,160.0,0.13,0.09,0.21,0.13,0.21,0.16,0.25,0.4,0.16,0.4,Liverpool,3755.777777777778
Darwin Núñez,uy URU,FW,24.0,36,22,2047.0,22.7,11.0,8.0,19.0,11.0,0.0,1.0,9.0,0.0,16.3,15.5,6.0,21.5,58.0,54.0,206.0,0.48,0.35,0.84,0.48,0.84,0.72,0.27,0.98,0.68,0.95,Liverpool,5179.444444444444
Wataru Endo,jp JPN,MF,30.0,29,20,1722.0,19.1,1.0,0.0,1.0,1.0,0.0,0.0,10.0,0.0,0.5,0.5,1.7,2.3,10.0,101.0,21.0,0.05,0.0,0.05,0.05,0.05,0.03,0.09,0.12,0.03,0.12,Liverpool,682.3333333333333
Andrew Robertson,sct SCO,DF,29.0,23,18,1693.0,18.8,3.0,2.0,5.0,3.0,0.0,0.0,2.0,0.0,1.9,1.9,5.4,7.3,63.0,140.0,130.0,0.16,0.11,0.27,0.16,0.27,0.1,0.29,0.39,0.1,0.39,Liverpool,3026.1111111111113
Joe Gomez,eng ENG,DF,26.0,32,17,1786.0,19.8,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,0.8,0.8,1.3,2.1,44.0,100.0,105.0,0.0,0.05,0.05,0.0,0.05,0.04,0.07,0.1,0.04,0.1,Liverpool,2369.4444444444443
Cody Gakpo,nl NED,"FW,MF",24.0,35,17,1649.0,18.3,8.0,5.0,13.0,8.0,0.0,0.0,1.0,0.0,9.0,9.0,2.9,11.8,43.0,83.0,130.0,0.44,0.27,0.71,0.44,0.71,0.49,0.16,0.64,0.49,0.64,Liverpool,3230.222222222222
Ibrahima Konaté,fr FRA,DF,24.0,22,17,1574.0,17.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.7,0.7,0.4,1.1,24.0,118.0,3.0,0.0,0.0,0.0,0.0,0.0,0.04,0.02,0.06,0.04,0.06,Liverpool,274.88888888888886
Curtis Jones,eng ENG,MF,22.0,23,14,1167.0,13.0,1.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,2.6,2.6,0.7,3.3,31.0,74.0,88.0,0.08,0.08,0.15,0.08,0.15,0.2,0.05,0.25,0.2,0.25,Liverpool,2014.6666666666667
Diogo Jota,pt POR,FW,26.0,21,14,1145.0,12.7,10.0,3.0,13.0,10.0,0.0,0.0,3.0,1.0,5.3,5.3,3.3,8.6,54.0,34.0,111.0,0.79,0.24,1.02,0.79,1.02,0.42,0.26,0.68,0.42,0.68,Liverpool,2658.222222222222
Jarell Quansah,eng ENG,DF,20.0,17,13,1190.0,13.2,2.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,0.1,1.1,13.0,67.0,1.0,0.15,0.0,0.15,0.15,0.15,0.08,0.01,0.08,0.08,0.08,Liverpool,195.22222222222223
Ryan Gravenberch,nl NED,MF,21.0,26,12,1121.0,12.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,0.9,2.9,39.0,78.0,71.0,0.08,0.0,0.08,0.08,0.08,0.16,0.07,0.23,0.16,0.23,Liverpool,1651.5555555555557
Harvey Elliott,eng ENG,"MF,FW",20.0,34,11,1352.0,15.0,3.0,6.0,9.0,3.0,0.0,0.0,2.0,0.0,2.7,2.7,3.5,6.2,44.0,128.0,122.0,0.2,0.4,0.6,0.2,0.6,0.18,0.23,0.42,0.18,0.42,Liverpool,2803.222222222222
Caoimhín Kelleher,ie IRL,GK,24.0,10,10,900.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liverpool,100.0
Conor Bradley,nir NIR,DF,20.0,11,10,753.0,8.4,1.0,3.0,4.0,1.0,0.0,0.0,2.0,0.0,0.9,0.9,1.5,2.3,35.0,29.0,64.0,0.12,0.36,0.48,0.12,0.48,0.1,0.17,0.28,0.1,0.28,Liverpool,1444.6666666666667
Joël Matip,cm CMR,DF,31.0,10,9,781.0,8.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.1,0.6,8.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.06,0.06,0.06,Liverpool,129.77777777777777
Kostas Tsimikas,gr GRE,DF,27.0,13,8,679.0,7.5,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,1.1,24.0,31.0,73.0,0.0,0.4,0.4,0.0,0.4,0.01,0.14,0.15,0.01,0.15,Liverpool,1569.4444444444443
Bobby Clark,eng ENG,MF,18.0,5,1,89.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,3.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.14,0.0,0.14,0.14,0.14,Liverpool,153.88888888888889
Stefan Bajcetic,es ESP,MF,18.0,1,0,26.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liverpool,2.8888888888888884
Ben Doak,sct SCO,FW,17.0,1,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liverpool,1.5555555555555556
Jayden Danns,eng ENG,FW,17.0,2,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liverpool,41.0
Owen Beck,wls WAL,DF,20.0,1,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liverpool,20.88888888888889
Thiago Alcántara,es ESP,MF,32.0,1,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liverpool,0.6666666666666666
James McConnell,eng ENG,MF,18.0,3,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liverpool,0.4444444444444445
Kaide Gordon,eng ENG,FW,18.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Liverpool,0.11111111111111112
William Saliba,fr FRA,DF,22.0,38,38,3420.0,38.0,2.0,1.0,3.0,2.0,0.0,0.0,4.0,0.0,1.6,1.6,0.2,1.8,16.0,157.0,6.0,0.05,0.03,0.08,0.05,0.08,0.04,0.01,0.05,0.04,0.05,Arsenal,570.0
Declan Rice,eng ENG,MF,24.0,38,37,3225.0,35.8,7.0,8.0,15.0,7.0,0.0,0.0,5.0,0.0,3.3,3.3,5.3,8.6,75.0,278.0,64.0,0.2,0.22,0.42,0.2,0.42,0.09,0.15,0.24,0.09,0.24,Arsenal,1929.3333333333335
Martin Ødegaard,no NOR,MF,24.0,35,35,3091.0,34.3,8.0,10.0,18.0,6.0,2.0,2.0,2.0,0.0,7.4,5.8,9.6,15.5,91.0,344.0,202.0,0.23,0.29,0.52,0.17,0.47,0.22,0.28,0.5,0.17,0.45,Arsenal,4967.444444444444
Ben White,eng ENG,DF,25.0,37,35,2988.0,33.2,4.0,4.0,8.0,4.0,0.0,0.0,8.0,0.0,1.2,1.2,3.8,5.0,44.0,192.0,162.0,0.12,0.12,0.24,0.12,0.24,0.03,0.11,0.15,0.03,0.15,Arsenal,3734.0
Bukayo Saka,eng ENG,FW,21.0,35,35,2919.0,32.4,16.0,9.0,25.0,10.0,6.0,6.0,4.0,0.0,15.5,10.8,10.5,21.2,155.0,126.0,508.0,0.49,0.28,0.77,0.31,0.59,0.48,0.32,0.8,0.33,0.65,Arsenal,11419.333333333334
Gabriel Magalhães,br BRA,DF,25.0,36,34,3044.0,33.8,4.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,4.3,4.3,0.7,5.0,13.0,117.0,8.0,0.12,0.0,0.12,0.12,0.12,0.13,0.02,0.15,0.13,0.15,Arsenal,691.2222222222222
David Raya,es ESP,GK,27.0,32,32,2880.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,320.0
Kai Havertz,de GER,"MF,FW",24.0,37,30,2634.0,29.3,13.0,7.0,20.0,12.0,1.0,1.0,11.0,0.0,12.3,11.6,4.4,15.9,55.0,99.0,191.0,0.44,0.24,0.68,0.41,0.65,0.42,0.15,0.57,0.39,0.54,Arsenal,4736.666666666667
Gabriel Martinelli,br BRA,FW,22.0,35,24,2019.0,22.4,6.0,4.0,10.0,6.0,0.0,0.0,1.0,0.0,6.8,6.8,6.1,12.9,127.0,65.0,345.0,0.27,0.18,0.45,0.27,0.45,0.31,0.27,0.58,0.31,0.58,Arsenal,7579.333333333333
Oleksandr Zinchenko,ua UKR,DF,26.0,27,20,1722.0,19.1,1.0,2.0,3.0,1.0,0.0,0.0,2.0,0.0,0.6,0.6,2.5,3.1,40.0,229.0,58.0,0.05,0.1,0.16,0.05,0.16,0.03,0.13,0.16,0.03,0.16,Arsenal,1450.3333333333333
Leandro Trossard,be BEL,"FW,MF",28.0,34,18,1649.0,18.3,12.0,1.0,13.0,12.0,0.0,0.0,2.0,0.0,7.9,7.9,2.8,10.7,66.0,76.0,155.0,0.65,0.05,0.71,0.65,0.71,0.43,0.15,0.58,0.43,0.58,Arsenal,3683.222222222222
Gabriel Jesus,br BRA,FW,26.0,27,17,1478.0,16.4,4.0,5.0,9.0,4.0,0.0,0.0,6.0,0.0,6.3,6.3,3.8,10.1,38.0,42.0,155.0,0.24,0.3,0.55,0.24,0.55,0.39,0.23,0.62,0.39,0.62,Arsenal,3630.222222222222
Jakub Kiwior,pl POL,DF,23.0,20,11,946.0,10.5,1.0,3.0,4.0,1.0,0.0,0.0,1.0,0.0,0.8,0.8,0.9,1.7,4.0,55.0,16.0,0.1,0.29,0.38,0.1,0.38,0.08,0.09,0.16,0.08,0.16,Arsenal,484.1111111111111
Takehiro Tomiyasu,jp JPN,DF,24.0,22,10,1149.0,12.8,2.0,1.0,3.0,2.0,0.0,0.0,2.0,1.0,1.5,1.5,0.4,1.9,17.0,72.0,37.0,0.16,0.08,0.23,0.16,0.23,0.12,0.03,0.15,0.12,0.15,Arsenal,939.6666666666666
Eddie Nketiah,eng ENG,FW,24.0,27,10,1082.0,12.0,5.0,2.0,7.0,5.0,0.0,0.0,3.0,0.0,4.5,4.5,0.8,5.4,22.0,20.0,77.0,0.42,0.17,0.58,0.42,0.58,0.38,0.07,0.45,0.38,0.45,Arsenal,1864.2222222222222
Jorginho,it ITA,MF,31.0,24,10,921.0,10.2,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,1.4,1.5,8.0,101.0,8.0,0.0,0.2,0.2,0.0,0.2,0.01,0.13,0.14,0.01,0.14,Arsenal,308.3333333333333
Thomas Partey,gh GHA,"MF,DF",30.0,14,9,788.0,8.8,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,0.3,0.7,15.0,72.0,10.0,0.0,0.0,0.0,0.0,0.0,0.05,0.03,0.08,0.05,0.08,Arsenal,312.55555555555554
Aaron Ramsdale,eng ENG,GK,25.0,6,6,540.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,60.0
Emile Smith Rowe,eng ENG,MF,23.0,13,3,353.0,3.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.2,2.2,11.0,23.0,18.0,0.0,0.25,0.25,0.0,0.25,0.5,0.06,0.56,0.5,0.56,Arsenal,485.22222222222223
Fabio Vieira,pt POR,"MF,FW",23.0,11,2,297.0,3.3,1.0,2.0,3.0,0.0,1.0,1.0,0.0,1.0,1.3,0.5,1.6,2.1,12.0,15.0,30.0,0.3,0.61,0.91,0.0,0.61,0.38,0.49,0.87,0.14,0.64,Arsenal,733.0
Reiss Nelson,eng ENG,FW,23.0,15,1,268.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2,0.2,0.6,0.8,9.0,5.0,26.0,0.0,0.0,0.0,0.0,0.0,0.07,0.2,0.27,0.07,0.27,Arsenal,575.7777777777778
Jurriën Timber,nl NED,DF,22.0,2,1,71.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,107.88888888888889
Cédric Soares,pt POR,DF,31.0,3,0,62.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Arsenal,126.88888888888889
Mohamed Elneny,eg EGY,MF,31.0,3,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.26,0.0,0.26,0.26,0.26,Arsenal,7.111111111111111
Ethan Nwaneri,eng ENG,FW,16.0,1,0,14.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.15,0.0,0.15,Arsenal,21.555555555555557
Conor Gallagher,eng ENG,MF,23.0,37,37,3128.0,34.8,5.0,7.0,12.0,5.0,0.0,0.0,9.0,1.0,4.2,4.2,5.0,9.2,62.0,172.0,122.0,0.14,0.2,0.35,0.14,0.35,0.12,0.15,0.27,0.12,0.27,Chelsea,3105.5555555555557
Moisés Caicedo,ec ECU,MF,21.0,35,33,2866.0,31.8,1.0,3.0,4.0,1.0,0.0,0.0,11.0,0.0,0.4,0.4,2.6,3.0,27.0,173.0,27.0,0.03,0.09,0.13,0.03,0.13,0.01,0.08,0.09,0.01,0.09,Chelsea,952.4444444444445
Nicolas Jackson,sn SEN,FW,22.0,35,31,2799.0,31.1,14.0,5.0,19.0,14.0,0.0,0.0,10.0,0.0,18.6,18.6,4.3,22.9,70.0,67.0,200.0,0.45,0.16,0.61,0.45,0.61,0.6,0.14,0.74,0.6,0.74,Chelsea,5184.0
Cole Palmer,eng ENG,"FW,MF",21.0,33,29,2607.0,29.0,22.0,11.0,33.0,13.0,9.0,9.0,7.0,0.0,18.2,11.1,11.1,22.2,117.0,197.0,195.0,0.76,0.38,1.14,0.45,0.83,0.63,0.38,1.01,0.38,0.77,Chelsea,5250.666666666667
Axel Disasi,fr FRA,DF,25.0,31,29,2579.0,28.7,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,2.4,2.4,0.3,2.7,30.0,112.0,21.0,0.07,0.0,0.07,0.07,0.07,0.08,0.01,0.09,0.08,0.09,Chelsea,811.5555555555555
Thiago Silva,br BRA,DF,38.0,31,28,2527.0,28.1,3.0,1.0,4.0,3.0,0.0,0.0,4.0,0.0,0.8,0.8,1.0,1.8,2.0,102.0,5.0,0.11,0.04,0.14,0.11,0.14,0.03,0.04,0.06,0.03,0.06,Chelsea,442.77777777777777
Enzo Fernández,ar ARG,MF,22.0,28,26,2209.0,24.5,3.0,2.0,5.0,2.0,1.0,2.0,7.0,0.0,6.2,4.6,3.4,8.0,52.0,210.0,54.0,0.12,0.08,0.2,0.08,0.16,0.25,0.14,0.39,0.19,0.33,Chelsea,1675.4444444444443
Đorđe Petrović,rs SRB,GK,23.0,23,22,1987.0,22.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Chelsea,220.7777777777778
Raheem Sterling,eng ENG,"FW,MF",28.0,31,22,1978.0,22.0,8.0,4.0,12.0,8.0,0.0,0.0,7.0,0.0,6.5,6.5,4.5,11.0,120.0,78.0,242.0,0.36,0.18,0.55,0.36,0.55,0.29,0.2,0.5,0.29,0.5,Chelsea,5454.777777777777
Levi Colwill,eng ENG,DF,20.0,23,20,1797.0,20.0,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.3,1.3,1.2,2.5,23.0,73.0,27.0,0.05,0.05,0.1,0.05,0.1,0.06,0.06,0.12,0.06,0.12,Chelsea,827.6666666666666
Marc Cucurella,es ESP,DF,25.0,21,20,1782.0,19.8,0.0,2.0,2.0,0.0,0.0,0.0,10.0,0.0,1.1,1.1,1.1,2.2,31.0,50.0,73.0,0.0,0.1,0.1,0.0,0.1,0.06,0.05,0.11,0.06,0.11,Chelsea,1735.0
Malo Gusto,fr FRA,DF,20.0,27,19,1751.0,19.5,0.0,6.0,6.0,0.0,0.0,0.0,7.0,1.0,0.9,0.9,4.3,5.2,78.0,86.0,135.0,0.0,0.31,0.31,0.0,0.31,0.05,0.22,0.27,0.05,0.27,Chelsea,3059.5555555555557
